1,2,35.0
1,3,35.0
1,4,62.0
1,8,52.0
1,12,34.0
1,23,41.0
1,5,19.0
1,6,58.0
1,9,20.0
1,15,60.0
1,16,22.0
1,17,62.0
1,26,19.0
1,1,22.0
1,7,56.0
1,10,49.0
1,11,19.0
1,13,5.0
1,14,48.0
1,18,24.0
1,19,30.0
1,20,46.0
1,21,31.0
1,22,17.0
1,24,18.0
1,25,50.0
2,2,18.0
2,4,45.0
2,5,44.0
2,1,37.0
2,3,35.0
2,6,63.0
2,7,31.0
2,8,46.0
3,1,40.0
3,3,56.0
3,7,9.0
3,8,28.0
3,9,36.0
3,10,32.0
3,11,66.0
3,12,29.0
3,13,16.0
3,14,60.0
3,16,33.0
3,23,26.0
3,24,29.0
3,5,12.0
3,2,40.0
3,6,12.0
3,15,26.0
3,17,22.0
3,18,70.0
3,19,18.0
3,20,62.0
3,21,50.0
3,22,17.0
3,25,56.0
3,26,30.0
3,4,13.0
4,2,12.0
4,5,37.0
4,6,47.0
4,8,47.0
4,3,32.0
4,1,18.0
4,4,42.0
4,7,63.0
8,3,12.0
8,1,47.0
8,2,37.0
8,4,20.0
8,6,48.0
8,5,53.0
8,7,42.0
8,8,29.0
12,3,42.0
12,2,18.0
12,4,12.0
12,7,19.0
12,8,25.0
12,1,39.0
12,5,59.0
12,6,21.0
23,1,18.0
23,2,17.0
23,3,22.0
23,4,44.0
23,6,71.0
23,9,44.0
23,13,43.0
23,20,69.0
23,23,34.0
23,24,26.0
23,26,28.0
23,10,48.0
23,11,27.0
23,12,42.0
23,22,21.0
23,5,28.0
23,7,15.0
23,8,44.0
23,15,61.0
23,16,17.0
23,17,40.0
23,18,41.0
23,19,67.0
23,21,62.0
23,25,63.0
23,14,3.0
5,1,53.0
5,2,38.0
5,9,54.0
5,10,54.0
5,12,8.0
5,13,31.0
5,14,51.0
5,15,46.0
5,16,31.0
5,23,10.0
5,24,21.0
5,26,14.0
5,3,36.0
5,4,47.0
5,6,49.0
5,7,4.0
5,8,36.0
5,11,57.0
5,17,32.0
5,18,65.0
5,19,27.0
5,20,65.0
5,21,62.0
5,22,9.0
5,25,43.0
5,5,11.0
7,1,57.0
7,6,24.0
7,12,12.0
7,13,9.0
7,15,42.0
7,19,13.0
7,22,30.0
7,4,11.0
7,5,35.0
7,8,56.0
7,10,59.0
7,16,68.0
7,23,32.0
7,2,42.0
7,3,43.0
7,7,20.0
7,9,9.0
7,11,62.0
7,14,50.0
7,17,33.0
7,18,42.0
7,20,59.0
7,21,41.0
7,24,8.0
7,25,63.0
7,26,8.0
9,7,34.0
9,9,63.0
9,13,35.0
9,15,53.0
9,16,47.0
9,19,46.0
9,20,38.0
9,22,17.0
9,23,10.0
9,26,29.0
9,1,26.0
9,2,42.0
9,3,39.0
9,5,35.0
9,8,42.0
9,10,53.0
9,12,44.0
9,14,53.0
9,4,23.0
9,6,44.0
9,11,17.0
9,17,17.0
9,18,66.0
9,21,66.0
9,24,15.0
9,25,36.0
10,1,29.0
10,2,29.0
10,3,41.0
10,6,38.0
10,4,43.0
10,5,37.0
10,8,47.0
10,7,55.0
11,4,33.0
11,7,49.0
11,12,8.0
11,15,45.0
11,19,37.0
11,2,33.0
11,3,46.0
11,9,53.0
11,14,38.0
11,26,28.0
11,1,27.0
11,5,28.0
11,6,30.0
11,10,28.0
11,11,51.0
11,13,24.0
11,16,34.0
11,17,29.0
11,18,62.0
11,20,39.0
11,21,62.0
11,22,23.0
11,23,9.0
11,24,33.0
11,25,70.0
11,8,25.0
13,2,37.0
13,5,29.0
13,6,29.0
13,10,34.0
13,14,45.0
13,15,46.0
13,16,27.0
13,23,21.0
13,13,24.0
13,1,46.0
13,3,18.0
13,4,19.0
13,7,24.0
13,8,49.0
13,11,39.0
13,12,17.0
13,17,21.0
13,18,24.0
13,19,26.0
