0,19
0,29
1,5
1,27
2,3
3,27
3,70
5,27
6,5
6,25
6,70
7,27
7,29
7,68
7,70
9,41
9,45
10,18
12,29
12,36
13,15
13,64
14,3
14,21
14,30
15,3
16,64
16,18
17,27
17,29
17,40
17,70
18,71
19,50
20,37
20,41
21,70
24,26
24,70
24,71
25,5
25,29
25,70
26,71
27,29
28,16
28,19
28,29
28,68
30,19
30,50
30,71
31,50
31,57
32,27
32,29
32,71
34,51
35,29
35,37
35,43
36,5
36,29
36,70
37,27
37,70
38,21
38,70
38,51
39,31
39,57
40,5
40,25
40,27
40,29
40,70
41,45
41,57
43,70
44,70
45,5
45,39
45,57
46,70
47,11
47,57
48,25
50,67
51,21
51,70
52,8
53,42
54,27
55,27
55,29
56,21
56,70
57,68
58,42
59,49
60,27
61,29
61,64
61,70
62,29
62,61
62,68
63,25
63,71
65,5
65,25
65,37
66,25
67,71
68,18
68,19
68,29
70,29
