0,11,4.0
0,17,9.0
1,9,7.0
1,11,1.0
1,12,1.0
1,13,1.0
1,17,1.0
2,9,2.0
2,12,2.0
2,17,2.0
2,24,2.0
3,9,4.0
3,11,1.0
3,26,1.0
3,31,4.0
4,11,4.0
4,12,1.0
4,17,5.0
4,19,1.0
4,26,1.0
6,0,1.0
6,17,1.0
6,32,1.0
7,1,1.0
7,9,1.0
7,11,2.0
7,12,7.0
7,14,1.0
7,17,2.0
7,19,2.0
7,26,2.0
7,31,2.0
8,0,3.0
8,4,2.0
8,11,1.0
8,17,1.0
8,32,2.0
9,11,1.0
9,12,1.0
9,17,2.0
10,9,3.0
10,11,1.0
10,13,6.0
10,17,1.0
10,24,1.0
10,29,3.0
10,31,1.0
15,1,1.0
15,9,2.0
15,11,4.0
15,13,2.0
15,17,4.0
15,31,1.0
16,9,3.0
17,11,2.0
17,12,1.0
17,13,2.0
18,13,7.0
20,12,1.0
20,19,4.0
21,9,3.0
21,11,4.0
21,12,1.0
21,17,1.0
21,26,3.0
21,30,1.0
23,2,2.0
23,5,1.0
23,9,1.0
23,11,4.0
23,12,3.0
23,17,2.0
23,24,3.0
23,31,3.0
23,32,1.0
23,34,1.0
24,9,1.0
24,11,5.0
24,13,4.0
24,17,2.0
25,9,3.0
25,11,1.0
25,13,12.0
25,14,2.0
25,17,1.0
25,29,3.0
27,4,10.0
27,11,2.0
27,22,1.0
28,2,1.0
28,9,2.0
28,11,6.0
28,13,2.0
28,14,2.0
28,24,1.0
28,31,4.0
29,12,1.0
29,13,7.0
30,9,2.0
30,12,3.0
32,9,2.0
32,13,2.0
32,24,1.0
33,9,1.0
33,11,9.0
33,12,1.0
33,13,1.0
33,17,7.0
33,19,2.0
34,1,1.0
34,5,1.0
34,9,2.0
34,11,2.0
34,12,1.0
34,13,4.0
34,17,1.0
34,24,2.0
34,31,3.0
