0,6,1.0
0,6,1.0
0,9,1.0
0,9,1.0
1,8,2.0
1,8,2.0
2,9,4.0
2,9,4.0
2,12,1.0
2,12,1.0
3,6,6.0
3,6,6.0
3,8,1.0
3,8,1.0
15,11,1.0
15,11,1.0
16,9,1.0
16,9,1.0
17,14,2.0
17,14,2.0
18,9,1.0
18,9,1.0
19,9,2.0
19,9,2.0
20,9,1.0
20,9,1.0
21,11,1.0
21,11,1.0
22,10,1.0
22,10,1.0
23,4,1.0
23,4,1.0
23,12,1.0
23,12,1.0
24,13,1.0
24,13,1.0
25,7,1.0
25,7,1.0
26,5,1.0
26,5,1.0
27,9,3.0
27,9,3.0
28,9,1.0
28,9,1.0
29,4,1.0
29,4,1.0
30,9,1.0
30,9,1.0
31,9,1.0
31,9,1.0
32,13,2.0
32,13,2.0
33,5,2.0
33,5,2.0
34,13,2.0
34,13,2.0
35,13,1.0
35,13,1.0
36,10,1.0
36,10,1.0
37,9,1.0
37,9,1.0
38,7,1.0
38,7,1.0
