1,11,2.0
1,12,2.0
11,2,2.0
11,10,2.0
11,12,1.0
11,14,2.0
11,15,2.0
12,2,2.0
12,10,2.0
12,14,2.0
2,3,2.0
2,5,2.0
2,6,1.0
2,15,2.0
2,21,2.0
3,4,1.0
3,5,2.0
3,6,2.0
3,15,2.0
3,21,2.0
5,6,2.0
5,8,2.0
5,9,2.0
6,7,2.0
6,8,2.0
15,14,2.0
15,16,2.0
15,17,2.0
15,44,2.0
21,19,2.0
21,20,2.0
21,22,1.0
21,23,2.0
4,8,2.0
4,9,2.0
4,17,2.0
8,7,2.0
8,9,2.0
9,7,2.0
9,17,2.0
17,10,2.0
17,14,2.0
17,16,2.0
17,18,1.0
10,16,2.0
10,18,2.0
10,44,2.0
16,38,2.0
44,26,2.0
44,27,2.0
44,28,2.0
44,39,2.0
44,45,2.0
44,46,2.0
14,13,2.0
38,37,2.0
38,39,2.0
38,41,2.0
38,42,2.0
38,45,2.0
38,46,2.0
38,47,2.0
19,20,2.0
19,22,2.0
19,24,2.0
20,23,2.0
20,24,2.0
22,23,2.0
23,25,2.0
26,27,2.0
26,29,2.0
26,30,1.0
26,39,2.0
26,41,2.0
26,50,2.0
27,28,2.0
27,30,2.0
27,37,2.0
27,39,2.0
27,50,2.0
29,30,1.0
29,32,2.0
29,33,2.0
29,35,2.0
30,32,2.0
30,33,2.0
30,36,2.0
39,40,2.0
39,41,2.0
39,43,2.0
41,31,2.0
41,40,2.0
41,43,2.0
50,48,2.0
50,49,2.0
50,51,2.0
28,33,2.0
28,35,2.0
28,36,2.0
28,46,2.0
37,45,1.0
37,46,2.0
37,47,2.0
33,32,2.0
33,34,2.0
33,35,2.0
35,32,2.0
35,34,2.0
35,36,2.0
35,46,2.0
46,43,2.0
46,45,2.0
46,47,1.0
32,31,2.0
31,40,1.0
34,52,2.0
52,48,2.0
52,49,2.0
45,47,2.0
42,43,2.0
48,49,2.0
49,51,2.0
51,53,2.0
