id,label
0,8001
1,64666
2,7018
3,701
4,703
5,80
6,2914
7,3277
8,3267
9,3343
10,1299
11,4513
12,5650
13,3292
14,1239
15,6939
16,2905
17,12956
18,16150
19,6395
20,286
21,3333
22,3356
23,6539
24,2828
25,1668
26,6461
27,6079
28,852
29,7500
30,2518
31,10026
32,5056
33,11608
34,293
35,8075
36,5511
37,3257
38,3303
39,3549
40,1221
41,4637
42,6453
43,14608
44,19029
45,2497
46,2493
47,3602
48,812
49,2603
50,3561
51,7660
52,2516
53,13716
54,209
55,4323
56,1103
57,1273
58,174
59,21889
60,5459
61,14135
62,6320
63,3491
64,19281
65,10310
66,14780
67,13062
68,3216
69,668
70,22388
71,11537
72,6509
73,17819
74,19035
75,16803
76,36394
77,19024
78,26554
79,22822
80,14711
81,26769
82,25973
83,14757
84,21640
85,10912
86,16420
87,36431
88,15170
89,14627
90,15162
91,13546
92,16467
93,13989
94,36492
95,11734
96,19151
97,13680
98,7911
99,31846
100,12859
101,33724
102,17054
103,11096
104,6356
105,20965
106,10764
107,19401
108,10490
109,33472
110,32482
111,6517
112,12284
113,22329
114,21840
115,33459
116,27646
117,10425
118,25920
119,36129
120,14728
121,11853
122,20473
123,11306
124,12260
125,32473
126,32787
127,702
128,3320
129,32760
130,21904
131,25642
132,22324
133,7148
134,14695
135,11168
136,29863
137,14173
138,19897
139,13591
140,594
141,23249
142,559
143,12714
144,27585
145,27487
146,2386
147,30050
148,30538
149,1742
150,10578
151,6519
152,33628
153,16927
154,23170
155,21681
156,10910
157,7132
158,14787
159,14359
160,19094
161,23306
162,35903
163,32805
164,15184
165,20115
166,27440
167,21822
168,22492
169,27432
170,32719
171,26456
172,14381
173,22335
174,32698
175,11806
176,14984
177,17232
178,35422
179,25462
180,17033
181,25938
182,32139
183,4546
184,12178
185,10998
186,19548
187,19343
188,6128
189,26454
190,32927
191,14452
192,30534
193,12163
194,16948
195,13387
196,29734
197,12162
198,16477
199,27542
200,6988
201,18990
202,11230
203,20324
204,21594
205,12179
206,16759
207,19724
208,32672
209,11496
210,109
211,26826
212,22442
213,16838
214,30082
215,22410
216,11090
217,30190
218,22773
219,19108
220,11372
221,32420
222,30140
223,19406
224,33138
225,20357
226,23138
227,26419
228,22026
229,21686
230,27505
231,14593
232,33742
233,19597
234,13488
235,6389
236,6198
237,30066
238,22364
239,10937
240,19962
241,30598
242,22191
243,32940
244,33161
245,35976
246,14990
247,25743
248,32012
249,7914
250,26775
251,31873
252,27272
253,11560
254,11937
255,39992
256,13449
257,19305
258,16642
259,22280
260,6307
261,19499
262,14267
263,32130
264,32328
265,6308
266,32193
267,33252
268,13375
269,32138
270,6580
271,13576
272,16439
273,32056
274,32551
275,33040
276,10941
277,33534
278,32567
279,29960
280,13815
281,27643
282,7845
283,36370
284,11992
285,20434
286,12180
287,14412
288,8061
289,27608
290,6318
291,25707
292,18953
293,19092
294,23492
295,8342
296,14018
297,26959
298,30239
299,20029
300,36377
301,26980
302,11971
303,27490
304,13471
305,17064
306,22912
307,16504
308,14677
309,22647
310,16713
311,7782
312,32786
313,8047
314,35899
315,29970
316,16490
317,21703
318,17276
319,13632
320,11857
321,22855
322,6319
323,26443
324,21689
325,16810
326,11426
327,32603
328,13581
329,17350
330,19004
331,30308
332,19262
333,16415
334,30269
335,26809
336,3801
337,30525
338,23215
339,32740
340,27499
341,30010
342,33087
343,14710
344,15263
345,30452
346,22180
347,18833
348,11722
349,27529
350,19757
351,15305
352,32798
353,7743
354,4181
355,3599
356,14871
357,22809
358,32367
359,14021
360,26231
