id,name
YBR236C,0
YOR151C,1
YML010W,2
YNR016C,3
YLR386W,4
YDL047W,5
YJR064W,6
YAR015W,7
YNL220W,8
YLR359W,9
YOR361C,10
YMR300C,11
YMR235C,12
YAL012W,13
YGL234W,14
YGR061C,15
YDR226W,16
YJR105W,17
YBR059C,18
YPR180W,19
YLR249W,20
YDR390C,21
YOL086C,22
YLR127C,23
YNL172W,24
YBL084C,25
YHR166C,26
YKL022C,27
YBR151W,28
YBR128C,29
YDL185W,30
YPL120W,31
YKL135C,32
YHL019C,33
YPL259C,34
YLR170C,35
YBR084W,36
YPR029C,37
YPR010C,38
YBL037W,39
YOL062C,40
YJR058C,41
YJR005W,42
YPL195W,43
YBR288C,44
YGL019W,45
YJL024C,46
YGR261C,47
YHR174W,48
YDR441C,49
YBR149W,50
YIL062C,51
YJR065C,52
YNR035C,53
YKL013C,54
YLR370C,55
YDL029W,56
YGR240C,57
YBR234C,58
YHR013C,59
YGR090W,60
YDL040C,61
YHR023W,62
YMR116C,63
YGR254W,64
YDL137W,65
YBR164C,66
YDR127W,67
YPL235W,68
YOR136W,69
YKL104C,70
YMR186W,71
YDR427W,72
YGR234W,73
YGL048C,74
YJL008C,75
YBR249C,76
YNR053C,77
YJL115W,78
YIL070C,79
YGR180C,80
YJL026W,81
YPL153C,82
YJR140C,83
YNR007C,84
YJR148W,85
YHR208W,86
YDL070W,87
YLR399C,88
YBR200W,89
YER114C,90
YAL041W,91
YKR068C,92
YLR342W,93
YDR407C,94
YGR166W,95
YOR115C,96
YDR472W,97
YML077W,98
YDR246W,99
YDR108W,100
YBR254C,101
YMR218C,102
YJL031C,103
YPR176C,104
YER016W,105
YDR099W,106
YNL267W,107
YBR001C,108
YDR001C,109
YER177W,110
YAL017W,111
YGL252C,112
YBL085W,113
YAR014C,114
YGR285C,115
YHR064C,116
YER155C,117
YKL092C,118
YLR074C,119
YNL002C,120
YPL093W,121
YHR197W,122
YHR085W,123
YNL182C,124
YPR016C,125
YKL009W,126
YLR106C,127
YCR072C,128
YDR101C,129
YNL110C,130
YER126C,131
YHR052W,132
YGR245C,133
YKR081C,134
YER006W,135
YDL051W,136
YGR103W,137
YKL007W,138
YER071C,139
YIR003W,140
YIL034C,141
YPL111W,142
YPL160W,143
YLR438W,144
YPL178W,145
YNL189W,146
YDR432W,147
YIL061C,148
YDL087C,149
YML117W,150
YLR275W,151
YMR125C,152
YDR240C,153
YHR086W,154
YLR347C,155
YNL251C,156
YML049C,157
YPL190C,158
YGR013W,159
YGL049C,160
YLR175W,161
YCL059C,162
YLR197W,163
YPL043W,164
YDL014W,165
YMR290C,166
YMR309C,167
YDR496C,168
YGR162W,169
YPL012W,170
YAL035W,171
YER168C,172
YPR025C,173
YDR460W,174
YBR081C,175
YOR173W,176
YDL108W,177
YAL021C,178
YGR134W,179
YCR093W,180
YNL288W,181
YNR052C,182
YDR188W,183
YGL195W,184
YFR028C,185
YDR171W,186
YLR357W,187
YBR160W,188
YBR135W,189
YPL256C,190
YMR199W,191
YIR031C,192
YLR314C,193
YDL225W,194
YHR107C,195
YJR076C,196
YCR002C,197
YOL139C,198
YHL034C,199
YLR371W,200
YNL262W,201
YBL004W,202
YDL165W,203
YPR072W,204
YNL315C,205
YDR168W,206
YOR110W,207
YGL137W,208
YDL145C,209
YLR103C,210
YOL004W,211
YIL094C,212
YNL330C,213
YBR202W,214
YGL001C,215
YDL126C,216
YBR170C,217
YDR337W,218
YBL058W,219
YDR028C,220
YNL271C,221
YDR049W,222
YGL246C,223
YGR048W,224
YMR001C,225
YGL190C,226
YBL104C,227
YJR138W,228
YMR109W,229
YDL188C,230
YDL134C,231
YML109W,232
YMR273C,233
YOR349W,234
YAL016W,235
YNL030W,236
YKL081W,237
YDR381W,238
YJR057W,239
YHR088W,240
YER002W,241
YOR272W,242
YOR202W,243
YFR001W,244
YDL031W,245
YNL021W,246
YLL008W,247
YGL099W,248
YLR002C,249
YGL036W,250
YMR049C,251
YBR079C,252
YMR213W,253
YMR288W,254
YDR364C,255
YBR065C,256
YGL128C,257
YER013W,258
YDR416W,259
YLR117C,260
YCR063W,261
YKL173W,262
YLL036C,263
YPL151C,264
YAL032C,265
YPR101W,266
YGL120C,267
YDL209C,268
YGR278W,269
YNR011C,270
YGL130W,271
YER103W,272
YBL075C,273
YGL207W,274
YKR001C,275
YBR221C,276
YNL088W,277
YHR121W,278
YOL145C,279
YPL228W,280
YOL078W,281
YMR012W,282
YDR301W,283
YNL317W,284
YLR277C,285
YLR115W,286
YGR156W,287
YAL043C,288
YER133W,289
YKL059C,290
YKR002W,291
YDR195W,292
YMR061W,293
YHL035C,294
YGL206C,295
YGR167W,296
YER164W,297
YOR039W,298
YOR207C,299
YOR061W,300
YIL035C,301
YOR304W,302
YBR245C,303
YKL088W,304
YGR270W,305
YDR429C,306
YMR172W,307
YBR295W,308
YKR091W,309
YPL014W,310
YLR079W,311
YDL155W,312
YJR050W,313
YOR250C,314
YDR228C,315
YGL044C,316
YDL195W,317
YBR155W,318
YGR187C,319
YIL076W,320
YDR238C,321
YNL287W,322
YPL010W,323
YFR051C,324
YML110C,325
YGR255C,326
YBL045C,327
YPR191W,328
YDL067C,329
YNL052W,330
YHR051W,331
YGL187C,332
YDR155C,333
YCR033W,334
YOR290C,335
YIL112W,336
YBR103W,337
YNL232W,338
YIR035C,339
YOL021C,340
YGR158C,341
YCR035C,342
YDL111C,343
YOR076C,344
YGR195W,345
YOR001W,346
YHR069C,347
YBR158W,348
YMR078C,349
YBR087W,350
YOL094C,351
YNL290W,352
YHR191C,353
YLL040C,354
YPR175W,355
YKL139W,356
YML112W,357
YBR169C,358
YJL006C,359
YGL244W,360
YLR418C,361
YBR279W,362
YOR123C,363
YMR240C,364
YPL213W,365
YLR147C,366
YJL203W,367
YDL043C,368
YDL030W,369
YER029C,370
YJL005W,371
YNL138W,372
YGR233C,373
YFL039C,374
YGR155W,375
YJR045C,376
YNL118C,377
YOL149W,378
YEL015W,379
YML091C,380
YGR095C,381
YOL142W,382
YHR081W,383
YHR164C,384
YDR499W,385
YHR122W,386
YAR007C,387
YKL213C,388
YOR116C,389
YOR341W,390
YGL240W,391
YDR121W,392
YBR278W,393
YLL018C,394
YAL059W,395
YBR115C,396
YER110C,397
YMR308C,398
YDR395W,399
YMR128W,400
YPL139C,401
YIL084C,402
YNL097C,403
YBL101C,404
YBL047C,405
YCR030C,406
YDR348C,407
YNL243W,408
YBR177C,409
YGR200C,410
YLR384C,411
YHR187W,412
YPL086C,413
YPL101W,414
YBR247C,415
YOR056C,416
YDL148C,417
YNL075W,418
YHR148W,419
YDR449C,420
YDL060W,421
YPR144C,422
YGR081C,423
YNL132W,424
YLL011W,425
YMR093W,426
YER082C,427
YLR180W,428
YLR186W,429
YKL143W,430
YOL010W,431
YJR002W,432
YDL161W,433
YFL024C,434
YNL107W,435
YPR023C,436
YEL018W,437
YOR244W,438
YDR359C,439
YHR099W,440
YNL061W,441
YOR206W,442
YGL111W,443
YOL077C,444
YPL028W,445
YML126C,446
YKL125W,447
YNL119W,448
YML130C,449
YAL042W,450
YML067C,451
YLR208W,452
YAR002C-A,453
YGR132C,454
YAL007C,455
YGL200C,456
YML012W,457
YPL211W,458
YDR087C,459
YML007W,460
YJL081C,461
YJR017C,462
YGR207C,463
YBR102C,464
YML097C,465
YLR166C,466
YPR055W,467
YIL068C,468
YDR166C,469
YER008C,470
YDR021W,471
YBR222C,472
YJR093C,473
YLR221C,474
YML030W,475
YCL046W,476
YNL135C,477
YNL023C,478
YDR311W,479
YLR005W,480
YDR373W,481
YLR060W,482
YFL022C,483
YBR207W,484
YER021W,485
YEL022W,486
YFL041W,487
YDR140W,488
YHR089C,489
YKL014C,490
YDL213C,491
YNL005C,492
YOR260W,493
YLR044C,494
YER025W,495
YPL237W,496
YJR007W,497
YKR026C,498
YLR291C,499
YDR211W,500
YGR083C,501
YDR283C,502
YOR308C,503
YGR091W,504
YBL074C,505
YLR409C,506
YBR055C,507
YPR178W,508
YFR009W,509
YHL032C,510
YDL143W,511
YDL226C,512
YMR189W,513
YAL044C,514
YER136W,515
YER031C,516
YFL038C,517
YKR014C,518
YHR108W,519
YOR168W,520
YDR272W,521
YER122C,522
YER020W,523
YAL056W,524
YGL142C,525
YDR331W,526
YPL059W,527
YOL049W,528
YGR163W,529
YCR015C,530
YGR098C,531
YGR203W,532
YDR454C,533
YDL234C,534
YJR069C,535
YGL237C,536
YOR358W,537
YBL021C,538
YPL001W,539
YEL056W,540
YLL022C,541
YJL033W,542
YOL041C,543
YCL037C,544
YOR310C,545
YDR295C,546
YPR179C,547
YBR009C,548
YJR132W,549
YGR170W,550
YMR176W,551
YLR239C,552
YOL054W,553
YDR300C,554
YER093C,555
YKR054C,556
YDR303C,557
YMR021C,558
YJL222W,559
YOR188W,560
YER065C,561
YPR077C,562
YEL046C,563
YDL058W,564
YPR110C,565
YFR006W,566
YBL088C,567
YCL030C,568
YDL160C,569
YML124C,570
YBR034C,571
YDL125C,572
YLR113W,573
YOL123W,574
YMR064W,575
YDR350C,576
YDR023W,577
YMR282C,578
YMR027W,579
YOR319W,580
YBR133C,581
YBR272C,582
YFR052W,583
YOR261C,584
YDL097C,585
YOR117W,586
YDR394W,587
YDL007W,588
YOL068C,589
YBL002W,590
YMR091C,591
YPL082C,592
YIL126W,593
YKR048C,594
YOL006C,595
YPR190C,596
YGL241W,597
YGL141W,598
YPL117C,599
YBL076C,600
YCL009C,601
YBR107C,602
YBR211C,603
YJR135C,604
YDR318W,605
YDR254W,606
YLR381W,607
YPL018W,608
YDR383C,609
YBR011C,610
YPL066W,611
YMR267W,612
YLR425W,613
YDL203C,614
YIL026C,615
YNL265C,616
YML071C,617
YGR194C,618
YFR013W,619
YOL017W,620
YFR037C,621
YCR052W,622
YKR008W,623
YGL133W,624
YLR033W,625
YBR017C,626
YHL030W,627
YGL122C,628
YDR017C,629
YIL125W,630
YDR148C,631
YFL018C,632
YFR049W,633
YAR018C,634
YCR091W,635
YBL063W,636
YER036C,637
YPR036W,638
YPL217C,639
YLR129W,640
YJL109C,641
YPL126W,642
YCR057C,643
YPR122C,644
YGR128C,645
YDR324C,646
YLR222C,647
YGR145W,648
YKL101W,649
YKR059W,650
YHR170W,651
YBR267W,652
YER127W,653
YDL166C,654
YDR299W,655
YPR137W,656
YKR060W,657
YDR037W,658
YPR056W,659
YOR181W,660
YNL084C,661
YFR024C-A,662
YDR062W,663
YGR218W,664
YDR502C,665
YMR296C,666
YJR077C,667
YHR020W,668
YGL009C,669
YJL124C,670
YDR378C,671
YER146W,672
YER112W,673
YLR438C-A,674
YBL026W,675
YCR077C,676
YMR080C,677
YNL147W,678
YPR082C,679
YDL098C,680
YMR268C,681
YNL006W,682
YCR012W,683
YAL024C,684
YHR158C,685
YML046W,686
YPR182W,687
YLR298C,688
YDR235W,689
YKL012W,690
YGL154C,691
YNR050C,692
YPR051W,693
YCR020C-A,694
YEL053C,695
YBR142W,696
YMR163C,697
YDR170C,698
YLR398C,699
YBR299W,700
YGR292W,701
YLR163C,702
YLR086W,703
YHR024C,704
YDL056W,705
YLR182W,706
YDL003W,707
YJL074C,708
YFL008W,709
YER147C,710
YBL023C,711
YDL171C,712
YGL201C,713
YLR274W,714
YDL078C,715
YAL010C,716
YMR203W,717
YJL066C,718
YGR100W,719
YDL005C,720
YLR071C,721
YPR168W,722
YGL151W,723
YOL051W,724
YBR193C,725
YOL135C,726
YPL042C,727
YHR058C,728
YOR174W,729
YPR070W,730
YNR010W,731
YNL236W,732
YDR443C,733
YGL025C,734
YCR081W,735
YBR253W,736
YGR104C,737
YER022W,738
YHR041C,739
YMR112C,740
YER157W,741
YIL077C,742
YDR448W,743
YDR308C,744
YKL060C,745
YFR019W,746
YGL112C,747
YKL001C,748
YMR167W,749
YNL082W,750
YER148W,751
YHL004W,752
YGR084C,753
YOR158W,754
YNL306W,755
YMR158W,756
YJR113C,757
YNL137C,758
YGR215W,759
YJR101W,760
YIL093C,761
YGL129C,762
YKL155C,763
YDR036C,764
YBR146W,765
YBR251W,766
YOR243C,767
YNR037C,768
YBL090W,769
YDR347W,770
YDR041W,771
YPL118W,772
YMR188C,773
YNL284C,774
YNL252C,775
YBL038W,776
YMR225C,777
YDR296W,778
YML009C,779
YBR122C,780
YDR322W,781
YDR116C,782
YPL204W,783
YDR462W,784
YDR237W,785
YBR282W,786
YHR147C,787
YLR439W,788
YMR193W,789
YMR024W,790
YOR150W,791
YOR201C,792
YCR071C,793
YCR046C,794
YLR189C,795
YPR100W,796
YML025C,797
YCL014W,798
YJL176C,799
YJL063C,800
YDR164C,801
YKR085C,802
YNL185C,803
YDR405W,804
YGR220C,805
YKL167C,806
YKR006C,807
YGL064C,808
YDR115W,809
YBR198C,810
YGR076C,811
YPL183W-A,812
YKL003C,813
YHR059W,814
YOR205C,815
YDL045W-A,816
YOL115W,817
YNL186W,818
YDR175C,819
YGR150C,820
YPL013C,821
YOL090W,822
YBR025C,823
YOR323C,824
YJL138C,825
YDR097C,826
YIR002C,827
YBR136W,828
YML032C,829
YCR028C-A,830
YLR234W,831
YBR114W,832
YJR144W,833
YCR092C,834
YJL173C,835
YNL312W,836
YMR190C,837
YDL156W,838
YDR268W,839
YPL097W,840
YGL236C,841
YOR160W,842
YJL050W,843
YBR119W,844
YBR057C,845
YKR031C,846
YNR043W,847
YAL029C,848
YOR326W,849
YPR188C,850
YGL106W,851
YOR035C,852
YBR109C,853
YBR130C,854
YKL130C,855
YCL024W,856
YOL012C,857
YOL070C,858
YDR507C,859
YNL078W,860
YGL091C,861
YIL129C,862
YBL024W,863
YDR382W,864
YCL017C,865
YDL002C,866
YFL013C,867
YOR141C,868
YGL150C,869
YER092W,870
YDL208W,871
YMR310C,872
YBR089C-A,873
YNR003C,874
YLR321C,875
YFR021W,876
YNL242W,877
YOR227W,878
YFL002C,879
YLR009W,880
YDR060W,881
YLR449W,882
YLR276C,883
YIL038C,884
YPL231W,885
YDR214W,886
YJL041W,887
YLR312W-A,888
YFR002W,889
YJL061W,890
YIL115C,891
YDR356W,892
YMR047C,893
YAR002W,894
YML065W,895
YHR118C,896
YNL261W,897
YPR162C,898
YLL004W,899
YBR060C,900
YAR044W,901
YLR397C,902
YGR192C,903
YJL002C,904
YML019W,905
YGL100W,906
YEL002C,907
YGL022W,908
YMR146C,909
YGR078C,910
YML094W,911
YNL153C,912
YLR200W,913
YGL094C,914
YKL025C,915
YNL222W,916
YJL029C,917
YPR107C,918
YBR233W,919
YDR174W,920
YEL058W,921
YNL218W,922
YBR044C,923
YFR004W,924
YNL071W,925
YBR208C,926
YDR069C,927
YGR193C,928
YER178W,929
YMR076C,930
YBL017C,931
YPL049C,932
YLR148W,933
YHR047C,934
YAL002W,935
YPL045W,936
YMR231W,937
YDR080W,938
YLR396C,939
YMR205C,940
YBR092C,941
YBL022C,942
YBL105C,943
YAL023C,944
YBL035C,945
YKL045W,946
YIR008C,947
YOR217W,948
YNL102W,949
YBR167C,950
YHR062C,951
YBL018C,952
YGR030C,953
YAL033W,954
YBR257W,955
YNL282W,956
YNL221C,957
YGR135W,958
YML092C,959
YBL041W,960
YOL038W,961
YMR314W,962
YFR050C,963
YPR103W,964
YER012W,965
YER094C,966
YGR253C,967
YOR157C,968
YOR362C,969
YJR009C,970
YGL011C,971
YDR075W,972
YBL046W,973
YNL201C,974
YGR123C,975
YPL240C,976
YFL007W,977
YIL009C-A,978
YIL095W,979
YER107C,980
YCR079W,981
YER023W,982
YDR243C,983
